Professions,Age,Sex,Initial Country of Qualifications,Year,Number of Practitioners
Medical Radiation Practitioners,20-34,Female,Australia,2018 ,3734
Medical Radiation Practitioners,20-34,Female,New Zealand,2018 ,137
Medical Radiation Practitioners,20-34,Female,Other overseas,2018 ,160
Medical Radiation Practitioners,20-34,Female,Not stated,2018 ,279
Medical Radiation Practitioners,35-44,Male,Australia,2018 ,1100
Medical Radiation Practitioners,35-44,Male,New Zealand,2018 ,34
Medical Radiation Practitioners,35-44,Male,Other overseas,2018 ,92
Medical Radiation Practitioners,35-44,Male,Not stated,2018 ,17
Medical Radiation Practitioners,35-44,Female,Australia,2018 ,1961
Medical Radiation Practitioners,35-44,Female,New Zealand,2018 ,87
Medical Radiation Practitioners,35-44,Female,Other overseas,2018 ,237
Medical Radiation Practitioners,35-44,Female,Not stated,2018 ,15
Medical Radiation Practitioners,45-54,Male,Australia,2018 ,696
Medical Radiation Practitioners,45-54,Male,New Zealand,2018 ,27
Medical Radiation Practitioners,45-54,Male,Other overseas,2018 ,113
Medical Radiation Practitioners,45-54,Male,Not stated,2018 ,8
Medical Radiation Practitioners,45-54,Female,Australia,2018 ,1099
Medical Radiation Practitioners,45-54,Female,New Zealand,2018 ,79
Medical Radiation Practitioners,45-54,Female,Other overseas,2018 ,337
Medical Radiation Practitioners,45-54,Female,Not stated,2018 ,7
Medical Radiation Practitioners,55-64,Male,Australia,2018 ,486
Medical Radiation Practitioners,55-64,Male,New Zealand,2018 ,20
Medical Radiation Practitioners,55-64,Male,Other overseas,2018 ,94
Medical Radiation Practitioners,55-64,Male,Not stated,2018 ,0
Medical Radiation Practitioners,55-64,Female,Australia,2018 ,759
Medical Radiation Practitioners,55-64,Female,New Zealand,2018 ,71
Medical Radiation Practitioners,55-64,Female,Other overseas,2018 ,285
Medical Radiation Practitioners,55-64,Female,Not stated,2018 ,3
Medical Radiation Practitioners,65-74,Male,Australia,2018 ,68
Medical Radiation Practitioners,65-74,Male,New Zealand,2018 ,0
Medical Radiation Practitioners,65-74,Male,Other overseas,2018 ,36
Medical Radiation Practitioners,65-74,Male,Not stated,2018 ,3
Medical Radiation Practitioners,65-74,Female,Australia,2018 ,113
Medical Radiation Practitioners,65-74,Female,New Zealand,2018 ,17
Medical Radiation Practitioners,65-74,Female,Other overseas,2018 ,73
Medical Radiation Practitioners,65-74,Female,Not stated,2018 ,0
Medical Radiation Practitioners,75-99,Male,Australia,2018 ,7
Medical Radiation Practitioners,75-99,Male,Other overseas,2018 ,3
Medical Radiation Practitioners,75-99,Female,Australia,2018 ,0
Medical Radiation Practitioners,75-99,Female,New Zealand,2018 ,0
Medical Radiation Practitioners,75-99,Female,Other overseas,2018 ,0
Nurses and Midwives,20-34,Male,Not stated,2018 ,12121
Nurses and Midwives,20-34,Female,Not stated,2018 ,86434
Nurses and Midwives,20-34,Not stated,Not stated,2018 ,3
Nurses and Midwives,35-44,Male,Not stated,2018 ,8863
Nurses and Midwives,35-44,Female,Not stated,2018 ,61902
Nurses and Midwives,45-54,Male,Not stated,2018 ,8696
Nurses and Midwives,45-54,Female,Not stated,2018 ,71487
Nurses and Midwives,55-64,Male,Not stated,2018 ,6291
Nurses and Midwives,55-64,Female,Not stated,2018 ,64972
Nurses and Midwives,65-74,Male,Not stated,2018 ,1095
Nurses and Midwives,65-74,Female,Not stated,2018 ,11690
Nurses and Midwives,75-99,Male,Not stated,2018 ,29
Nurses and Midwives,75-99,Female,Not stated,2018 ,387
Occupational Therapists,20-34,Male,Australia,2018 ,812
Occupational Therapists,20-34,Male,New Zealand,2018 ,13
Occupational Therapists,20-34,Male,Other overseas,2018 ,10
Occupational Therapists,20-34,Male,Not stated,2018 ,119
Occupational Therapists,20-34,Female,Australia,2018 ,7315
Occupational Therapists,20-34,Female,New Zealand,2018 ,108
Occupational Therapists,20-34,Female,Other overseas,2018 ,183
Occupational Therapists,20-34,Female,Not stated,2018 ,785
Occupational Therapists,35-44,Male,Australia,2018 ,393
Occupational Therapists,35-44,Male,New Zealand,2018 ,10
Occupational Therapists,35-44,Male,Other overseas,2018 ,52
Occupational Therapists,35-44,Male,Not stated,2018 ,4
Occupational Therapists,35-44,Female,Australia,2018 ,3756
Occupational Therapists,35-44,Female,New Zealand,2018 ,66
Occupational Therapists,35-44,Female,Other overseas,2018 ,338
Occupational Therapists,35-44,Female,Not stated,2018 ,49
Occupational Therapists,45-54,Male,Australia,2018 ,202
Occupational Therapists,45-54,Male,New Zealand,2018 ,11
Occupational Therapists,45-54,Male,Other overseas,2018 ,26
Occupational Therapists,45-54,Male,Not stated,2018 ,0
Occupational Therapists,45-54,Female,Australia,2018 ,2303
Occupational Therapists,45-54,Female,New Zealand,2018 ,49
Occupational Therapists,45-54,Female,Other overseas,2018 ,236
Occupational Therapists,45-54,Female,Not stated,2018 ,20
Occupational Therapists,55-64,Male,Australia,2018 ,67
Occupational Therapists,55-64,Male,New Zealand,2018 ,3
Occupational Therapists,55-64,Male,Other overseas,2018 ,22
Occupational Therapists,55-64,Male,Not stated,2018 ,0
Occupational Therapists,55-64,Female,Australia,2018 ,1108
Occupational Therapists,55-64,Female,New Zealand,2018 ,32
Occupational Therapists,55-64,Female,Other overseas,2018 ,142
Occupational Therapists,55-64,Female,Not stated,2018 ,5
Occupational Therapists,65-74,Male,Australia,2018 ,9
Occupational Therapists,65-74,Male,New Zealand,2018 ,0
Occupational Therapists,65-74,Male,Other overseas,2018 ,7
Occupational Therapists,65-74,Female,Australia,2018 ,150
Occupational Therapists,65-74,Female,New Zealand,2018 ,7
Occupational Therapists,65-74,Female,Other overseas,2018 ,25
Occupational Therapists,65-74,Female,Not stated,2018 ,0
Occupational Therapists,75-99,Female,Australia,2018 ,6
Optometrists,20-34,Male,Australia,2018 ,493
Optometrists,20-34,Male,New Zealand,2018 ,74
Optometrists,20-34,Male,Other overseas,2018 ,16
Optometrists,20-34,Male,Not stated,2018 ,36
Optometrists,20-34,Female,Australia,2018 ,1043
Optometrists,20-34,Female,New Zealand,2018 ,101
Optometrists,20-34,Female,Other overseas,2018 ,29
Optometrists,20-34,Female,Not stated,2018 ,96
Optometrists,35-44,Male,Australia,2018 ,374
Optometrists,35-44,Male,New Zealand,2018 ,30
Optometrists,35-44,Male,Other overseas,2018 ,50
Optometrists,35-44,Male,Not stated,2018 ,3
Optometrists,35-44,Female,Australia,2018 ,557
Optometrists,35-44,Female,New Zealand,2018 ,53
Optometrists,35-44,Female,Other overseas,2018 ,66
Optometrists,35-44,Female,Not stated,2018 ,3
Optometrists,45-54,Male,Australia,2018 ,457
Optometrists,45-54,Male,New Zealand,2018 ,15
Optometrists,45-54,Male,Other overseas,2018 ,66
Optometrists,45-54,Male,Not stated,2018 ,3
Optometrists,45-54,Female,Australia,2018 ,448
Optometrists,45-54,Female,New Zealand,2018 ,14
Optometrists,45-54,Female,Other overseas,2018 ,59
Optometrists,45-54,Female,Not stated,2018 ,3
Optometrists,55-64,Male,Australia,2018 ,507
Optometrists,55-64,Male,New Zealand,2018 ,5
Optometrists,55-64,Male,Other overseas,2018 ,64
Optometrists,55-64,Male,Not stated,2018 ,3
Optometrists,55-64,Female,Australia,2018 ,198
Optometrists,55-64,Female,New Zealand,2018 ,3
Optometrists,55-64,Female,Other overseas,2018 ,30
Optometrists,65-74,Male,Australia,2018 ,88
Optometrists,65-74,Male,New Zealand,2018 ,4
Optometrists,65-74,Male,Other overseas,2018 ,21
Optometrists,65-74,Male,Not stated,2018 ,3
Optometrists,65-74,Female,Australia,2018 ,31
Optometrists,65-74,Female,New Zealand,2018 ,3
Optometrists,65-74,Female,Other overseas,2018 ,0
Optometrists,75-99,Male,Australia,2018 ,12
Optometrists,75-99,Male,New Zealand,2018 ,0
Optometrists,75-99,Male,Other overseas,2018 ,4
Optometrists,75-99,Female,Other overseas,2018 ,3
Osteopaths,20-34,Male,Australia,2018 ,305
Osteopaths,20-34,Male,New Zealand,2018 ,3
Osteopaths,20-34,Male,Other overseas,2018 ,11
Osteopaths,20-34,Male,Not stated,2018 ,64
Osteopaths,20-34,Female,Australia,2018 ,484
Osteopaths,20-34,Female,New Zealand,2018 ,9
Osteopaths,20-34,Female,Other overseas,2018 ,24
Osteopaths,20-34,Female,Not stated,2018 ,73
Osteopaths,35-44,Male,Australia,2018 ,261
Osteopaths,35-44,Male,New Zealand,2018 ,4
Osteopaths,35-44,Male,Other overseas,2018 ,14
Osteopaths,35-44,Male,Not stated,2018 ,0
Osteopaths,35-44,Female,Australia,2018 ,374
Osteopaths,35-44,Female,New Zealand,2018 ,4
Osteopaths,35-44,Female,Other overseas,2018 ,13
Osteopaths,35-44,Female,Not stated,2018 ,7
Osteopaths,45-54,Male,Australia,2018 ,133
Osteopaths,45-54,Male,New Zealand,2018 ,0
Osteopaths,45-54,Male,Other overseas,2018 ,34
Osteopaths,45-54,Male,Not stated,2018 ,4
Osteopaths,45-54,Female,Australia,2018 ,106
Osteopaths,45-54,Female,Other overseas,2018 ,24
Osteopaths,45-54,Female,Not stated,2018 ,0
Osteopaths,55-64,Male,Australia,2018 ,96
Osteopaths,55-64,Male,New Zealand,2018 ,0
Osteopaths,55-64,Male,Other overseas,2018 ,26
Osteopaths,55-64,Male,Not stated,2018 ,0
Osteopaths,55-64,Female,Australia,2018 ,30
Osteopaths,55-64,Female,New Zealand,2018 ,0
Osteopaths,55-64,Female,Other overseas,2018 ,9
Osteopaths,55-64,Female,Not stated,2018 ,0
Osteopaths,65-74,Male,Australia,2018 ,51
Osteopaths,65-74,Male,New Zealand,2018 ,0
Osteopaths,65-74,Male,Other overseas,2018 ,10
Osteopaths,65-74,Male,Not stated,2018 ,0
Osteopaths,65-74,Female,Australia,2018 ,13
Osteopaths,65-74,Female,Other overseas,2018 ,5
Osteopaths,65-74,Female,Not stated,2018 ,0
Osteopaths,75-99,Male,Australia,2018 ,5
Osteopaths,75-99,Male,Other overseas,2018 ,3
Osteopaths,75-99,Female,Australia,2018 ,3
Osteopaths,75-99,Female,Other overseas,2018 ,3
Pharmacists,20-34,Male,Australia,2018 ,3313
Pharmacists,20-34,Male,New Zealand,2018 ,59
Pharmacists,20-34,Male,Other overseas,2018 ,129
Pharmacists,20-34,Male,Not stated,2018 ,185
Pharmacists,20-34,Female,Australia,2018 ,6660
Pharmacists,20-34,Female,New Zealand,2018 ,108
Pharmacists,20-34,Female,Other overseas,2018 ,205
Pharmacists,20-34,Female,Not stated,2018 ,358
Pharmacists,35-44,Male,Australia,2018 ,2010
Pharmacists,35-44,Male,New Zealand,2018 ,86
Pharmacists,35-44,Male,Other overseas,2018 ,543
Pharmacists,35-44,Male,Not stated,2018 ,28
Pharmacists,35-44,Female,Australia,2018 ,3460
Pharmacists,35-44,Female,New Zealand,2018 ,112
Pharmacists,35-44,Female,Other overseas,2018 ,487
Pharmacists,35-44,Female,Not stated,2018 ,31
Pharmacists,45-54,Male,Australia,2018 ,1121
Pharmacists,45-54,Male,New Zealand,2018 ,57
Pharmacists,45-54,Male,Other overseas,2018 ,222
Pharmacists,45-54,Male,Not stated,2018 ,8
Pharmacists,45-54,Female,Australia,2018 ,1835
Pharmacists,45-54,Female,New Zealand,2018 ,66
Pharmacists,45-54,Female,Other overseas,2018 ,350
Pharmacists,45-54,Female,Not stated,2018 ,9
Pharmacists,55-64,Male,Australia,2018 ,995
Pharmacists,55-64,Male,New Zealand,2018 ,51
Pharmacists,55-64,Male,Other overseas,2018 ,176
Pharmacists,55-64,Male,Not stated,2018 ,5
Pharmacists,55-64,Female,Australia,2018 ,1147
Pharmacists,55-64,Female,New Zealand,2018 ,38
Pharmacists,55-64,Female,Other overseas,2018 ,199
Pharmacists,55-64,Female,Not stated,2018 ,4
Pharmacists,65-74,Male,Australia,2018 ,437
Pharmacists,65-74,Male,New Zealand,2018 ,20
Pharmacists,65-74,Male,Other overseas,2018 ,59
Pharmacists,65-74,Male,Not stated,2018 ,0
Pharmacists,65-74,Female,Australia,2018 ,298
Pharmacists,65-74,Female,New Zealand,2018 ,3
Pharmacists,65-74,Female,Other overseas,2018 ,43
Pharmacists,65-74,Female,Not stated,2018 ,4
Pharmacists,75-99,Male,Australia,2018 ,161
Pharmacists,75-99,Male,New Zealand,2018 ,6
Pharmacists,75-99,Male,Other overseas,2018 ,13
Pharmacists,75-99,Male,Not stated,2018 ,3
Pharmacists,75-99,Female,Australia,2018 ,29
Pharmacists,75-99,Female,Other overseas,2018 ,4
Physiotherapists,20-34,Male,Australia,2018 ,4315
Physiotherapists,20-34,Male,New Zealand,2018 ,134
Physiotherapists,20-34,Male,Other overseas,2018 ,148
Physiotherapists,20-34,Male,Not stated,2018 ,471
Physiotherapists,20-34,Female,Australia,2018 ,6862
Physiotherapists,20-34,Female,New Zealand,2018 ,194
Physiotherapists,20-34,Female,Other overseas,2018 ,391
Physiotherapists,20-34,Female,Not stated,2018 ,699
Physiotherapists,35-44,Male,Australia,2018 ,1885
Physiotherapists,35-44,Male,New Zealand,2018 ,92
Physiotherapists,35-44,Male,Other overseas,2018 ,260
Physiotherapists,35-44,Male,Not stated,2018 ,25
Physiotherapists,35-44,Female,Australia,2018 ,3187
Physiotherapists,35-44,Female,New Zealand,2018 ,151
Physiotherapists,35-44,Female,Other overseas,2018 ,645
Physiotherapists,35-44,Female,Not stated,2018 ,24
Physiotherapists,45-54,Male,Australia,2018 ,1176
Physiotherapists,45-54,Male,New Zealand,2018 ,25
Physiotherapists,45-54,Male,Other overseas,2018 ,138
Physiotherapists,45-54,Male,Not stated,2018 ,10
Physiotherapists,45-54,Female,Australia,2018 ,2390
Physiotherapists,45-54,Female,New Zealand,2018 ,51
Physiotherapists,45-54,Female,Other overseas,2018 ,425
Physiotherapists,45-54,Female,Not stated,2018 ,9
Physiotherapists,55-64,Male,Australia,2018 ,616
Physiotherapists,55-64,Male,New Zealand,2018 ,16
Physiotherapists,55-64,Male,Other overseas,2018 ,86
Physiotherapists,55-64,Male,Not stated,2018 ,3
Physiotherapists,55-64,Female,Australia,2018 ,1808
Physiotherapists,55-64,Female,New Zealand,2018 ,50
Physiotherapists,55-64,Female,Other overseas,2018 ,334
Physiotherapists,55-64,Female,Not stated,2018 ,7
Physiotherapists,65-74,Male,Australia,2018 ,117
Physiotherapists,65-74,Male,New Zealand,2018 ,4
Physiotherapists,65-74,Male,Other overseas,2018 ,18
Physiotherapists,65-74,Male,Not stated,2018 ,3
Physiotherapists,65-74,Female,Australia,2018 ,349
Physiotherapists,65-74,Female,New Zealand,2018 ,5
Physiotherapists,65-74,Female,Other overseas,2018 ,76
Physiotherapists,65-74,Female,Not stated,2018 ,3
Physiotherapists,75-99,Male,Australia,2018 ,18
Physiotherapists,75-99,Male,New Zealand,2018 ,3
Physiotherapists,75-99,Male,Other overseas,2018 ,3
Physiotherapists,75-99,Male,Not stated,2018 ,0
Physiotherapists,75-99,Female,Australia,2018 ,41
Physiotherapists,75-99,Female,Other overseas,2018 ,3
Physiotherapists,75-99,Female,Not stated,2018 ,0
Podiatrists,20-34,Male,Australia,2018 ,778
Podiatrists,20-34,Male,New Zealand,2018 ,42
Podiatrists,20-34,Male,Other overseas,2018 ,24
Podiatrists,20-34,Male,Not stated,2018 ,62
Podiatrists,20-34,Female,Australia,2018 ,1152
Podiatrists,20-34,Female,New Zealand,2018 ,42
Podiatrists,20-34,Female,Other overseas,2018 ,46
Podiatrists,20-34,Female,Not stated,2018 ,68
Podiatrists,35-44,Male,Australia,2018 ,450
Podiatrists,35-44,Male,New Zealand,2018 ,16
Podiatrists,35-44,Male,Other overseas,2018 ,36
Podiatrists,35-44,Male,Not stated,2018 ,3
Podiatrists,35-44,Female,Australia,2018 ,559
Podiatrists,35-44,Female,New Zealand,2018 ,14
Podiatrists,35-44,Female,Other overseas,2018 ,69
Podiatrists,35-44,Female,Not stated,2018 ,7
Podiatrists,45-54,Male,Australia,2018 ,294
Podiatrists,45-54,Male,New Zealand,2018 ,11
Podiatrists,45-54,Male,Other overseas,2018 ,44
Podiatrists,45-54,Male,Not stated,2018 ,0
Podiatrists,45-54,Female,Australia,2018 ,436
Podiatrists,45-54,Female,New Zealand,2018 ,18
Podiatrists,45-54,Female,Other overseas,2018 ,60
Podiatrists,45-54,Female,Not stated,2018 ,3
Podiatrists,55-64,Male,Australia,2018 ,149
Podiatrists,55-64,Male,New Zealand,2018 ,7
Podiatrists,55-64,Male,Other overseas,2018 ,27
Podiatrists,55-64,Male,Not stated,2018 ,0
Podiatrists,55-64,Female,Australia,2018 ,214
Podiatrists,55-64,Female,New Zealand,2018 ,10
Podiatrists,55-64,Female,Other overseas,2018 ,26
Podiatrists,55-64,Female,Not stated,2018 ,0
Podiatrists,65-74,Male,Australia,2018 ,28
Podiatrists,65-74,Male,Other overseas,2018 ,5
Podiatrists,65-74,Female,Australia,2018 ,21
Podiatrists,65-74,Female,Other overseas,2018 ,3
Podiatrists,75-99,Male,Other overseas,2018 ,0
Podiatrists,75-99,Female,Australia,2018 ,5
Podiatrists,75-99,Female,Other overseas,2018 ,0
Podiatrists,75-99,Female,Not stated,2018 ,3
Psychologists,20-34,Male,Australia,2018 ,744
Psychologists,20-34,Male,New Zealand,2018 ,5
Psychologists,20-34,Male,Other overseas,2018 ,16
Psychologists,20-34,Male,Not stated,2018 ,24
Psychologists,20-34,Female,Australia,2018 ,4263
Psychologists,20-34,Female,New Zealand,2018 ,51
Psychologists,20-34,Female,Other overseas,2018 ,113
Psychologists,20-34,Female,Not stated,2018 ,132
Psychologists,35-44,Male,Australia,2018 ,1175
Psychologists,35-44,Male,New Zealand,2018 ,16
Psychologists,35-44,Male,Other overseas,2018 ,73
Psychologists,35-44,Male,Not stated,2018 ,17
Psychologists,35-44,Female,Australia,2018 ,5966
Psychologists,35-44,Female,New Zealand,2018 ,83
Psychologists,35-44,Female,Other overseas,2018 ,402
Psychologists,35-44,Female,Not stated,2018 ,36
Psychologists,45-54,Male,Australia,2018 ,1154
Psychologists,45-54,Male,New Zealand,2018 ,29
Psychologists,45-54,Male,Other overseas,2018 ,114
Psychologists,45-54,Male,Not stated,2018 ,12
Psychologists,45-54,Female,Australia,2018 ,4586
Psychologists,45-54,Female,New Zealand,2018 ,54
Psychologists,45-54,Female,Other overseas,2018 ,377
Psychologists,45-54,Female,Not stated,2018 ,36
Psychologists,55-64,Male,Australia,2018 ,1137
Psychologists,55-64,Male,New Zealand,2018 ,21
Psychologists,55-64,Male,Other overseas,2018 ,139
Psychologists,55-64,Male,Not stated,2018 ,5
Psychologists,55-64,Female,Australia,2018 ,3228
Psychologists,55-64,Female,New Zealand,2018 ,36
Psychologists,55-64,Female,Other overseas,2018 ,267
Psychologists,55-64,Female,Not stated,2018 ,17
Psychologists,65-74,Male,Australia,2018 ,654
Psychologists,65-74,Male,New Zealand,2018 ,16
Psychologists,65-74,Male,Other overseas,2018 ,101
Psychologists,65-74,Male,Not stated,2018 ,5
Psychologists,65-74,Female,Australia,2018 ,1456
Psychologists,65-74,Female,New Zealand,2018 ,17
Psychologists,65-74,Female,Other overseas,2018 ,137
Psychologists,65-74,Female,Not stated,2018 ,4
Psychologists,75-99,Male,Australia,2018 ,106
Psychologists,75-99,Male,New Zealand,2018 ,3
Psychologists,75-99,Male,Other overseas,2018 ,22
Psychologists,75-99,Male,Not stated,2018 ,0
Psychologists,75-99,Female,Australia,2018 ,159
Psychologists,75-99,Female,New Zealand,2018 ,3
Psychologists,75-99,Female,Other overseas,2018 ,16
Psychologists,75-99,Female,Not stated,2018 ,0
